,link,size,filing_date,year,cik
413,https://www.sec.gov/Archives/edgar/data/1424929/000142492915000037/0001424929-15-000037-index.htm,25 KB,2015-06-01,2015,0001424929
420,https://www.sec.gov/Archives/edgar/data/7431/000119312515205471/0001193125-15-205471-index.htm,27 KB,2015-05-29,2015,0000007431
426,https://www.sec.gov/Archives/edgar/data/313616/000119312515205287/0001193125-15-205287-index.htm,32 KB,2015-05-29,2015,0000313616
432,https://www.sec.gov/Archives/edgar/data/88948/000008894815000016/0000088948-15-000016-index.htm,13 KB,2015-05-29,2015,0000088948
438,https://www.sec.gov/Archives/edgar/data/724910/000072491015000012/0000724910-15-000012-index.htm,20 KB,2015-05-28,2015,0000724910
442,https://www.sec.gov/Archives/edgar/data/1275283/000119312515208686/0001193125-15-208686-index.htm,37 KB,2015-06-01,2015,0001275283
449,https://www.sec.gov/Archives/edgar/data/1323885/000119312515198770/0001193125-15-198770-index.htm,23 KB,2015-05-22,2015,0001323885
455,https://www.sec.gov/Archives/edgar/data/1563411/000119312515208413/0001193125-15-208413-index.htm,15 KB,2015-06-01,2015,0001563411
461,https://www.sec.gov/Archives/edgar/data/39368/000119312515208789/0001193125-15-208789-index.htm,103 KB,2015-06-01,2015,0000039368
467,https://www.sec.gov/Archives/edgar/data/1567892/000156789215000026/0001567892-15-000026-index.htm,53 KB,2015-05-29,2015,0001567892
472,https://www.sec.gov/Archives/edgar/data/1312073/000131207315000021/0001312073-15-000021-index.htm,247 KB,2015-06-01,2015,0001312073
478,https://www.sec.gov/Archives/edgar/data/84748/000115752315001934/0001157523-15-001934-index.htm,24 KB,2015-05-28,2015,0000084748
484,https://www.sec.gov/Archives/edgar/data/67716/000006771615000066/0000067716-15-000066-index.htm,345 KB,2015-05-28,2015,0000067716
490,https://www.sec.gov/Archives/edgar/data/54381/000005438115000030/0000054381-15-000030-index.htm,60 KB,2015-05-18,2015,0000054381
496,https://www.sec.gov/Archives/edgar/data/1037962/000119312515197721/0001193125-15-197721-index.htm,34 KB,2015-05-22,2015,0001037962
502,https://www.sec.gov/Archives/edgar/data/723125/000072312515000051/0000723125-15-000051-index.htm,203 KB,2015-05-29,2015,0000723125
512,https://www.sec.gov/Archives/edgar/data/1260221/000119312515205781/0001193125-15-205781-index.htm,26 KB,2015-05-29,2015,0001260221
518,https://www.sec.gov/Archives/edgar/data/1439288/000143928815000066/0001439288-15-000066-index.htm,386 KB,2015-06-01,2015,0001439288
525,https://www.sec.gov/Archives/edgar/data/68709/000089710115000753/0000897101-15-000753-index.htm,28 KB,2015-06-01,2015,0000068709
531,https://www.sec.gov/Archives/edgar/data/836157/000119312515208485/0001193125-15-208485-index.htm,62 KB,2015-06-01,2015,0000836157
537,https://www.sec.gov/Archives/edgar/data/1519751/000119312515209135/0001193125-15-209135-index.htm,98 KB,2015-06-01,2015,0001519751
543,https://www.sec.gov/Archives/edgar/data/49938/000119312515203574/0001193125-15-203574-index.htm,13 KB,2015-05-28,2015,0000049938
550,https://www.sec.gov/Archives/edgar/data/1108967/000114420415034243/0001144204-15-034243-index.htm,61 KB,2015-05-29,2015,0001108967
556,https://www.sec.gov/Archives/edgar/data/827187/000082718715000033/0000827187-15-000033-index.htm,151 KB,2015-06-01,2015,0000827187
562,https://www.sec.gov/Archives/edgar/data/76321/000007632115000033/0000076321-15-000033-index.htm,24 KB,2015-05-28,2015,0000076321
569,https://www.sec.gov/Archives/edgar/data/945114/000114036115022342/0001140361-15-022342-index.htm,17 KB,2015-05-29,2015,0000945114
576,https://www.sec.gov/Archives/edgar/data/310764/000031076415000083/0000310764-15-000083-index.htm,341 KB,2015-06-01,2015,0000310764
579,https://www.sec.gov/Archives/edgar/data/785787/000119312515205572/0001193125-15-205572-index.htm,21 KB,2015-05-29,2015,0000785787
585,https://www.sec.gov/Archives/edgar/data/102729/000090044015000059/0000900440-15-000059-index.htm,38 KB,2015-05-22,2015,0000102729
591,https://www.sec.gov/Archives/edgar/data/47111/000004711115000032/0000047111-15-000032-index.htm,19 KB,2015-06-01,2015,0000047111
597,https://www.sec.gov/Archives/edgar/data/889348/000143774915011503/0001437749-15-011503-index.htm,40 KB,2015-06-01,2015,0000889348
603,https://www.sec.gov/Archives/edgar/data/795403/000110465915042315/0001104659-15-042315-index.htm,56 KB,2015-06-01,2015,0000795403
609,https://www.sec.gov/Archives/edgar/data/1604778/000160477815000057/0001604778-15-000057-index.htm,489 KB,2015-05-29,2015,0001604778
614,https://www.sec.gov/Archives/edgar/data/313927/000119312515207642/0001193125-15-207642-index.htm,72 KB,2015-06-01,2015,0000313927
620,https://www.sec.gov/Archives/edgar/data/95029/000117494715000956/0001174947-15-000956-index.htm,27 KB,2015-05-29,2015,0000095029
626,https://www.sec.gov/Archives/edgar/data/706688/000070668815000148/0000706688-15-000148-index.htm,34 KB,2015-05-22,2015,0000706688
635,https://www.sec.gov/Archives/edgar/data/933034/000114036115022290/0001140361-15-022290-index.htm,63 KB,2015-05-29,2015,0000933034
641,https://www.sec.gov/Archives/edgar/data/1070235/000107023515000053/0001070235-15-000053-index.htm,380 KB,2015-06-01,2015,0001070235
647,https://www.sec.gov/Archives/edgar/data/884217/000110465915042080/0001104659-15-042080-index.htm,24 KB,2015-05-29,2015,0000884217
653,https://www.sec.gov/Archives/edgar/data/87347/000119312515202093/0001193125-15-202093-index.htm,58 KB,2015-05-27,2015,0000087347
659,https://www.sec.gov/Archives/edgar/data/875355/000110465915041940/0001104659-15-041940-index.htm,40 KB,2015-05-29,2015,0000875355
665,https://www.sec.gov/Archives/edgar/data/10456/000119312515201880/0001193125-15-201880-index.htm,147 KB,2015-05-27,2015,0000010456
671,https://www.sec.gov/Archives/edgar/data/70866/000007086615000040/0000070866-15-000040-index.htm,32 KB,2015-06-01,2015,0000070866
677,https://www.sec.gov/Archives/edgar/data/1026980/000117184315003186/0001171843-15-003186-index.htm,15 KB,2015-05-29,2015,0001026980
683,https://www.sec.gov/Archives/edgar/data/1078271/000107827115000082/0001078271-15-000082-index.htm,75 KB,2015-06-01,2015,0001078271
692,https://www.sec.gov/Archives/edgar/data/1140859/000110465915041186/0001104659-15-041186-index.htm,47 KB,2015-05-27,2015,0001140859
698,https://www.sec.gov/Archives/edgar/data/1018724/000101872415000067/0001018724-15-000067-index.htm,33 KB,2015-06-01,2015,0001018724
705,https://www.sec.gov/Archives/edgar/data/22444/000119312515209100/0001193125-15-209100-index.htm,17 KB,2015-06-01,2015,0000022444
715,https://www.sec.gov/Archives/edgar/data/896622/000110465915042020/0001104659-15-042020-index.htm,83 KB,2015-05-29,2015,0000896622
721,https://www.sec.gov/Archives/edgar/data/1136869/000119312515207747/0001193125-15-207747-index.htm,41 KB,2015-06-01,2015,0001136869
727,https://www.sec.gov/Archives/edgar/data/93556/000009355615000015/0000093556-15-000015-index.htm,384 KB,2015-05-29,2015,0000093556
731,https://www.sec.gov/Archives/edgar/data/926423/000119312515207826/0001193125-15-207826-index.htm,25 KB,2015-06-01,2015,0000926423
737,https://www.sec.gov/Archives/edgar/data/1275014/000095010315004339/0000950103-15-004339-index.htm,37 KB,2015-06-01,2015,0001275014
743,https://www.sec.gov/Archives/edgar/data/715153/000119312515205109/0001193125-15-205109-index.htm,42 KB,2015-05-29,2015,0000715153
749,https://www.sec.gov/Archives/edgar/data/1390844/000119312515208220/0001193125-15-208220-index.htm,43 KB,2015-06-01,2015,0001390844
755,https://www.sec.gov/Archives/edgar/data/1325702/000119312515209059/0001193125-15-209059-index.htm,75 KB,2015-06-01,2015,0001325702
761,https://www.sec.gov/Archives/edgar/data/1324948/000114420415033977/0001144204-15-033977-index.htm,23 KB,2015-05-28,2015,0001324948
766,https://www.sec.gov/Archives/edgar/data/1050140/000092963815000556/0000929638-15-000556-index.htm,28 KB,2015-06-01,2015,0001050140
774,https://www.sec.gov/Archives/edgar/data/1091907/000089843215000728/0000898432-15-000728-index.htm,22 KB,2015-05-29,2015,0001091907
782,https://www.sec.gov/Archives/edgar/data/1336920/000133692015000022/0001336920-15-000022-index.htm,43 KB,2015-05-29,2015,0001336920
791,https://www.sec.gov/Archives/edgar/data/1068148/000106814815000009/0001068148-15-000009-index.htm,60 KB,2015-05-29,2015,0001068148
797,https://www.sec.gov/Archives/edgar/data/38725/000003872515000142/0000038725-15-000142-index.htm,24 KB,2015-06-01,2015,0000038725
802,https://www.sec.gov/Archives/edgar/data/1481792/000148179215000039/0001481792-15-000039-index.htm,523 KB,2015-05-29,2015,0001481792
807,https://www.sec.gov/Archives/edgar/data/92679/000119312515189884/0001193125-15-189884-index.htm,55 KB,2015-05-15,2015,0000092679
813,https://www.sec.gov/Archives/edgar/data/704532/000070453215000025/0000704532-15-000025-index.htm,71 KB,2015-06-01,2015,0000704532
826,https://www.sec.gov/Archives/edgar/data/1299130/000129913015000112/0001299130-15-000112-index.htm,49 KB,2015-05-29,2015,0001299130
832,https://www.sec.gov/Archives/edgar/data/1408710/000119312515206652/0001193125-15-206652-index.htm,81 KB,2015-05-29,2015,0001408710
838,https://www.sec.gov/Archives/edgar/data/729580/000072958015000017/0000729580-15-000017-index.htm,122 KB,2015-06-01,2015,0000729580
843,https://www.sec.gov/Archives/edgar/data/1175609/000119312515206678/0001193125-15-206678-index.htm,30 KB,2015-05-29,2015,0001175609
849,https://www.sec.gov/Archives/edgar/data/1035267/000103526715000058/0001035267-15-000058-index.htm,201 KB,2015-06-01,2015,0001035267
855,https://www.sec.gov/Archives/edgar/data/1262039/000119312515205103/0001193125-15-205103-index.htm,94 KB,2015-05-29,2015,0001262039
861,https://www.sec.gov/Archives/edgar/data/1498301/000114420415034340/0001144204-15-034340-index.htm,62 KB,2015-05-29,2015,0001498301
867,https://www.sec.gov/Archives/edgar/data/1086434/000114420415033389/0001144204-15-033389-index.htm,232 KB,2015-05-26,2015,0001086434
873,https://www.sec.gov/Archives/edgar/data/1345126/000134512615000016/0001345126-15-000016-index.htm,110 KB,2015-05-29,2015,0001345126
881,https://www.sec.gov/Archives/edgar/data/1145460/000119312515205185/0001193125-15-205185-index.htm,42 KB,2015-05-29,2015,0001145460
884,https://www.sec.gov/Archives/edgar/data/1515003/000151500315000023/0001515003-15-000023-index.htm,1 MB,2015-05-29,2015,0001515003
890,https://www.sec.gov/Archives/edgar/data/6176/000119312515206472/0001193125-15-206472-index.htm,27 KB,2015-05-29,2015,0000006176
896,https://www.sec.gov/Archives/edgar/data/854775/000119312515209300/0001193125-15-209300-index.htm,89 KB,2015-06-01,2015,0000854775
899,https://www.sec.gov/Archives/edgar/data/946486/000114036115021390/0001140361-15-021390-index.htm,28 KB,2015-05-21,2015,0000946486
905,https://www.sec.gov/Archives/edgar/data/1567094/000119312515208112/0001193125-15-208112-index.htm,32 KB,2015-06-01,2015,0001567094
914,https://www.sec.gov/Archives/edgar/data/858877/000119312515204160/0001193125-15-204160-index.htm,93 KB,2015-05-28,2015,0000858877
920,https://www.sec.gov/Archives/edgar/data/1047127/000104712715000027/0001047127-15-000027-index.htm,201 KB,2015-05-22,2015,0001047127
925,https://www.sec.gov/Archives/edgar/data/880432/000114420415034680/0001144204-15-034680-index.htm,22 KB,2015-06-01,2015,0000880432
931,https://www.sec.gov/Archives/edgar/data/110471/000011047115000023/0000110471-15-000023-index.htm,31 KB,2015-06-01,2015,0000110471
937,https://www.sec.gov/Archives/edgar/data/2488/000119312515209086/0001193125-15-209086-index.htm,118 KB,2015-06-01,2015,0000002488
943,https://www.sec.gov/Archives/edgar/data/1302028/000119312515208876/0001193125-15-208876-index.htm,55 KB,2015-06-01,2015,0001302028
948,https://www.sec.gov/Archives/edgar/data/104897/000143774915011190/0001437749-15-011190-index.htm,47 KB,2015-05-28,2015,0000104897
954,https://www.sec.gov/Archives/edgar/data/91440/000119312515206791/0001193125-15-206791-index.htm,42 KB,2015-05-29,2015,0000091440
960,https://www.sec.gov/Archives/edgar/data/898293/000119312515205399/0001193125-15-205399-index.htm,74 KB,2015-05-29,2015,0000898293
965,https://www.sec.gov/Archives/edgar/data/1487730/000090883415000244/0000908834-15-000244-index.htm,92 KB,2015-06-01,2015,0001487730
967,https://www.sec.gov/Archives/edgar/data/1566011/000153450415000043/0001534504-15-000043-index.htm,28 KB,2015-06-01,2015,0001566011
971,https://www.sec.gov/Archives/edgar/data/878079/000110465915042359/0001104659-15-042359-index.htm,61 KB,2015-06-01,2015,0000878079
977,https://www.sec.gov/Archives/edgar/data/1262823/000119312515209051/0001193125-15-209051-index.htm,12 KB,2015-06-01,2015,0001262823
983,https://www.sec.gov/Archives/edgar/data/855658/000085565815000102/0000855658-15-000102-index.htm,451 KB,2015-05-29,2015,0000855658
989,https://www.sec.gov/Archives/edgar/data/818686/000119312515208460/0001193125-15-208460-index.htm,32 KB,2015-06-01,2015,0000818686
1001,https://www.sec.gov/Archives/edgar/data/1219601/000119312515207973/0001193125-15-207973-index.htm,14 KB,2015-06-01,2015,0001219601
1007,https://www.sec.gov/Archives/edgar/data/1413329/000141332915000038/0001413329-15-000038-index.htm,58 KB,2015-05-29,2015,0001413329
1013,https://www.sec.gov/Archives/edgar/data/1524472/000119312515206142/0001193125-15-206142-index.htm,34 KB,2015-05-29,2015,0001524472
1019,https://www.sec.gov/Archives/edgar/data/98752/000110465915041404/0001104659-15-041404-index.htm,21 KB,2015-05-28,2015,0000098752
1025,https://www.sec.gov/Archives/edgar/data/50863/000005086315000031/0000050863-15-000031-index.htm,324 KB,2015-05-21,2015,0000050863
1028,https://www.sec.gov/Archives/edgar/data/1091862/000162828015004545/0001628280-15-004545-index.htm,53 KB,2015-05-28,2015,0001091862
1034,https://www.sec.gov/Archives/edgar/data/791915/000119312515206948/0001193125-15-206948-index.htm,104 KB,2015-06-01,2015,0000791915
1040,https://www.sec.gov/Archives/edgar/data/808439/000117891315001803/0001178913-15-001803-index.htm,63 KB,2015-05-28,2015,0000808439
1043,https://www.sec.gov/Archives/edgar/data/1009891/000119380515000820/0001193805-15-000820-index.htm,29 KB,2015-05-29,2015,0001009891
1049,https://www.sec.gov/Archives/edgar/data/31462/000110465915042463/0001104659-15-042463-index.htm,358 KB,2015-06-01,2015,0000031462
1055,https://www.sec.gov/Archives/edgar/data/4281/000119312515209289/0001193125-15-209289-index.htm,68 KB,2015-06-01,2015,0000004281
1060,https://www.sec.gov/Archives/edgar/data/1487371/000148737115000069/0001487371-15-000069-index.htm,321 KB,2015-05-29,2015,0001487371
1066,https://www.sec.gov/Archives/edgar/data/353569/000035356915000033/0000353569-15-000033-index.htm,72 KB,2015-06-01,2015,0000353569
1072,https://www.sec.gov/Archives/edgar/data/28823/000002882315000073/0000028823-15-000073-index.htm,55 KB,2015-06-01,2015,0000028823
1078,https://www.sec.gov/Archives/edgar/data/820313/000110465915042326/0001104659-15-042326-index.htm,72 KB,2015-06-01,2015,0000820313
1086,https://www.sec.gov/Archives/edgar/data/1067983/000119312515206880/0001193125-15-206880-index.htm,23 KB,2015-05-29,2015,0001067983
1092,https://www.sec.gov/Archives/edgar/data/732712/000119312515205822/0001193125-15-205822-index.htm,115 KB,2015-05-29,2015,0000732712
1096,https://www.sec.gov/Archives/edgar/data/1170534/000119312515209324/0001193125-15-209324-index.htm,35 KB,2015-06-01,2015,0001170534
1106,https://www.sec.gov/Archives/edgar/data/885245/000088524515000014/0000885245-15-000014-index.htm,48 KB,2015-06-01,2015,0000885245
1112,https://www.sec.gov/Archives/edgar/data/1084991/000108499115000025/0001084991-15-000025-index.htm,484 KB,2015-05-29,2015,0001084991
1118,https://www.sec.gov/Archives/edgar/data/1002242/000131143515000009/0001311435-15-000009-index.htm,129 KB,2015-05-28,2015,0001002242
1124,https://www.sec.gov/Archives/edgar/data/819793/000089109215004476/0000891092-15-004476-index.htm,15 KB,2015-05-22,2015,0000819793
1129,https://www.sec.gov/Archives/edgar/data/875657/000087565715000034/0000875657-15-000034-index.htm,37 KB,2015-06-01,2015,0000875657
1135,https://www.sec.gov/Archives/edgar/data/43920/000119312515208321/0001193125-15-208321-index.htm,79 KB,2015-06-01,2015,0000043920
1140,https://www.sec.gov/Archives/edgar/data/890394/000110465915040630/0001104659-15-040630-index.htm,56 KB,2015-05-26,2015,0000890394
1146,https://www.sec.gov/Archives/edgar/data/915358/000091535815000008/0000915358-15-000008-index.htm,328 KB,2015-06-01,2015,0000915358
1150,https://www.sec.gov/Archives/edgar/data/1105472/000110465915046474/0001104659-15-046474-index.htm,1 MB,2015-06-19,2015,0001105472
1151,https://www.sec.gov/Archives/edgar/data/1105472/000110465915042476/0001104659-15-042476-index.htm,52 KB,2015-06-01,2015,0001105472
1157,https://www.sec.gov/Archives/edgar/data/1617898/000163569815000005/0001635698-15-000005-index.htm,17 KB,2015-06-01,2015,0001617898
1162,https://www.sec.gov/Archives/edgar/data/1114483/000111448315000010/0001114483-15-000010-index.htm,426 KB,2015-05-28,2015,0001114483
1168,https://www.sec.gov/Archives/edgar/data/1029744/000119312515205694/0001193125-15-205694-index.htm,29 KB,2015-05-29,2015,0001029744
1172,https://www.sec.gov/Archives/edgar/data/1089531/000114420415034428/0001144204-15-034428-index.htm,53 KB,2015-05-29,2015,0001089531
1178,https://www.sec.gov/Archives/edgar/data/22701/000089710115000741/0000897101-15-000741-index.htm,28 KB,2015-05-29,2015,0000022701
1186,https://www.sec.gov/Archives/edgar/data/1387713/000121465915004377/0001214659-15-004377-index.htm,21 KB,2015-05-28,2015,0001387713
1192,https://www.sec.gov/Archives/edgar/data/920532/000114420415034667/0001144204-15-034667-index.htm,113 KB,2015-06-01,2015,0000920532
1195,https://www.sec.gov/Archives/edgar/data/1335103/000114420415034152/0001144204-15-034152-index.htm,23 KB,2015-05-28,2015,0001335103
1201,https://www.sec.gov/Archives/edgar/data/851310/000085131015000031/0000851310-15-000031-index.htm,80 KB,2015-05-29,2015,0000851310
1210,https://www.sec.gov/Archives/edgar/data/1304280/000130428015000023/0001304280-15-000023-index.htm,23 KB,2015-06-01,2015,0001304280
1216,https://www.sec.gov/Archives/edgar/data/830616/000114420415032746/0001144204-15-032746-index.htm,43 KB,2015-05-21,2015,0000830616
1221,https://www.sec.gov/Archives/edgar/data/918580/000114420415033949/0001144204-15-033949-index.htm,25 KB,2015-05-28,2015,0000918580
1228,https://www.sec.gov/Archives/edgar/data/277509/000027750915000046/0000277509-15-000046-index.htm,97 KB,2015-06-01,2015,0000277509
1234,https://www.sec.gov/Archives/edgar/data/835011/000162828015004583/0001628280-15-004583-index.htm,34 KB,2015-06-01,2015,0000835011
1240,https://www.sec.gov/Archives/edgar/data/863064/000100329715000239/0001003297-15-000239-index.htm,433 KB,2015-05-29,2015,0000863064
1247,https://www.sec.gov/Archives/edgar/data/29002/000156459015004791/0001564590-15-004791-index.htm,278 KB,2015-06-01,2015,0000029002
