,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
77,https://www.sec.gov/Archives/edgar/data/1009626/000100962616000244/0001009626-16-000244-index.htm,714 KB,0001009626-16-000244,2016-05-26,2016,0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
80,https://www.sec.gov/Archives/edgar/data/47307/000004730716000029/0000047307-16-000029-index.htm,11 KB,0000047307-16-000029,2016-05-13,2016,0000047307,CRAWFORD UNITED Corp,3,"['FORM SD SPECIALIZED DISCLOSURE REPORT', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', 'Complete submission text file']"
91,https://www.sec.gov/Archives/edgar/data/24741/000114036116067687/0001140361-16-067687-index.htm,167 KB,0001140361-16-067687,2016-05-31,2016,0000024741,CORNING INC /NY,3,"['CORNING, INC. SD 12-31-2015', 'EXHIBIT 1.01', 'Complete submission text file']"
100,https://www.sec.gov/Archives/edgar/data/884905/000088490516000155/0000884905-16-000155-index.htm,51 KB,0000884905-16-000155,2016-05-31,2016,0000884905,PRAXAIR INC,3,"['PRAXAIR, INC. 2015 FORM SD', 'PRAXAIR, INC. 2015 CONFLICT MINERALS REPORT', 'Complete submission text file']"
111,https://www.sec.gov/Archives/edgar/data/99780/000009978016000229/0000099780-16-000229-index.htm,244 KB,0000099780-16-000229,2016-05-31,2016,0000099780,TRINITY INDUSTRIES INC,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
123,https://www.sec.gov/Archives/edgar/data/10795/000119312516603613/0001193125-16-603613-index.htm,172 KB,0001193125-16-603613,2016-05-26,2016,0000010795,BECTON DICKINSON & CO,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
129,https://www.sec.gov/Archives/edgar/data/1290109/000119312516607103/0001193125-16-607103-index.htm,108 KB,0001193125-16-607103,2016-05-31,2016,0001290109,"LG Display Co., Ltd.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
138,https://www.sec.gov/Archives/edgar/data/55529/000119312516679336/0001193125-16-679336-index.htm,19 KB,0001193125-16-679336,2016-08-11,2016,0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
143,https://www.sec.gov/Archives/edgar/data/14930/000001493016000218/0000014930-16-000218-index.htm,158 KB,0000014930-16-000218,2016-05-27,2016,0000014930,BRUNSWICK CORP,4,"['FORM SD', 'CONFLICT MINERALS REPORT', 'BRUNSWICK LOGO', 'Complete submission text file']"
150,https://www.sec.gov/Archives/edgar/data/108516/000119312516606216/0001193125-16-606216-index.htm,305 KB,0001193125-16-606216,2016-05-27,2016,0000108516,WORTHINGTON INDUSTRIES INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
156,https://www.sec.gov/Archives/edgar/data/1645494/000119312516603507/0001193125-16-603507-index.htm,192 KB,0001193125-16-603507,2016-05-26,2016,0001645494,ARRIS International plc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
158,https://www.sec.gov/Archives/edgar/data/350846/000110465916124393/0001104659-16-124393-index.htm,514 KB,0001104659-16-124393,2016-05-31,2016,0000350846,SUPREME INDUSTRIES INC,3,"['SPECIALIZED DISCLOSURE REPORT', 'EX-1.01', 'Complete submission text file']"
175,https://www.sec.gov/Archives/edgar/data/1377789/000137778916000151/0001377789-16-000151-index.htm,43 KB,0001377789-16-000151,2016-05-26,2016,0001377789,"AVIAT NETWORKS, INC.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
191,https://www.sec.gov/Archives/edgar/data/775158/000089706916000917/0000897069-16-000917-index.htm,500 KB,0000897069-16-000917,2016-05-31,2016,0000775158,OSHKOSH CORP,3,"['', '', 'Complete submission text file']"
197,https://www.sec.gov/Archives/edgar/data/719733/000071973316000110/0000719733-16-000110-index.htm,316 KB,0000719733-16-000110,2016-05-26,2016,0000719733,KEY TRONIC CORP,3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
204,https://www.sec.gov/Archives/edgar/data/1630805/000163080516000019/0001630805-16-000019-index.htm,437 KB,0001630805-16-000019,2016-04-13,2016,0001630805,"Babcock & Wilcox Enterprises, Inc.",3,"['2015 FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
208,https://www.sec.gov/Archives/edgar/data/96943/000009694316000227/0000096943-16-000227-index.htm,409 KB,0000096943-16-000227,2016-05-31,2016,0000096943,TELEFLEX INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
220,https://www.sec.gov/Archives/edgar/data/746598/000074659816000238/0000746598-16-000238-index.htm,477 KB,0000746598-16-000238,2016-05-25,2016,0000746598,BRADY CORP,3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
232,https://www.sec.gov/Archives/edgar/data/718877/000110465916124501/0001104659-16-124501-index.htm,91 KB,0001104659-16-124501,2016-05-31,2016,0000718877,"Activision Blizzard, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
243,https://www.sec.gov/Archives/edgar/data/1100441/000119312516602341/0001193125-16-602341-index.htm,35 KB,0001193125-16-602341,2016-05-25,2016,0001100441,"RTI SURGICAL, INC.",3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
247,https://www.sec.gov/Archives/edgar/data/1093557/000109355716000556/0001093557-16-000556-index.htm,89 KB,0001093557-16-000556,2016-05-31,2016,0001093557,DEXCOM INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
253,https://www.sec.gov/Archives/edgar/data/1030894/000110465916123285/0001104659-16-123285-index.htm,444 KB,0001104659-16-123285,2016-05-25,2016,0001030894,CELESTICA INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
266,https://www.sec.gov/Archives/edgar/data/47217/000110465916123722/0001104659-16-123722-index.htm,717 KB,0001104659-16-123722,2016-05-26,2016,0000047217,HP INC,7,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
272,https://www.sec.gov/Archives/edgar/data/49728/000004972816000167/0000049728-16-000167-index.htm,53 KB,0000049728-16-000167,2016-05-27,2016,0000049728,IEC ELECTRONICS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
278,https://www.sec.gov/Archives/edgar/data/1521036/000119312516608329/0001193125-16-608329-index.htm,34 KB,0001193125-16-608329,2016-05-31,2016,0001521036,"Lantheus Holdings, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
282,https://www.sec.gov/Archives/edgar/data/6845/000119312516605523/0001193125-16-605523-index.htm,45 KB,0001193125-16-605523,2016-05-27,2016,0000006845,"APOGEE ENTERPRISES, INC.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
290,https://www.sec.gov/Archives/edgar/data/1383395/000119312516596032/0001193125-16-596032-index.htm,83 KB,0001193125-16-596032,2016-05-19,2016,0001383395,SEQUANS COMMUNICATIONS,3,"['SD', 'EX-1.01', 'Complete submission text file']"
296,https://www.sec.gov/Archives/edgar/data/883902/000088390216000035/0000883902-16-000035-index.htm,331 KB,0000883902-16-000035,2016-05-25,2016,0000883902,"Cornerstone Building Brands, Inc.",3,"['SD', '', 'Complete submission text file']"
303,https://www.sec.gov/Archives/edgar/data/784199/000113379616000265/0001133796-16-000265-index.htm,59 KB,0001133796-16-000265,2016-05-31,2016,0000784199,CRYOLIFE INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
309,https://www.sec.gov/Archives/edgar/data/1122976/000119312516605438/0001193125-16-605438-index.htm,38 KB,0001193125-16-605438,2016-05-27,2016,0001122976,POLYONE CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
317,https://www.sec.gov/Archives/edgar/data/21510/000002151016000058/0000021510-16-000058-index.htm,332 KB,0000021510-16-000058,2016-05-31,2016,0000021510,COHERENT INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
323,https://www.sec.gov/Archives/edgar/data/806172/000117152016000942/0001171520-16-000942-index.htm,22 KB,0001171520-16-000942,2016-05-31,2016,0000806172,SONO TEK CORP,3,"['', '', 'Complete submission text file']"
337,https://www.sec.gov/Archives/edgar/data/746838/000074683816000035/0000746838-16-000035-index.htm,39 KB,0000746838-16-000035,2016-06-01,2016,0000746838,UNISYS CORP,3,"['', '', 'Complete submission text file']"
343,https://www.sec.gov/Archives/edgar/data/829224/000082922416000067/0000829224-16-000067-index.htm,1 MB,0000829224-16-000067,2016-05-31,2016,0000829224,STARBUCKS CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
351,https://www.sec.gov/Archives/edgar/data/1043337/000114420416105839/0001144204-16-105839-index.htm,218 KB,0001144204-16-105839,2016-05-31,2016,0001043337,STONERIDGE INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
357,https://www.sec.gov/Archives/edgar/data/1142596/000119312516607945/0001193125-16-607945-index.htm,53 KB,0001193125-16-607945,2016-05-31,2016,0001142596,NUVASIVE INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
367,https://www.sec.gov/Archives/edgar/data/97745/000119312516608434/0001193125-16-608434-index.htm,48 KB,0001193125-16-608434,2016-05-31,2016,0000097745,THERMO FISHER SCIENTIFIC INC.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
374,https://www.sec.gov/Archives/edgar/data/80420/000119312516607744/0001193125-16-607744-index.htm,174 KB,0001193125-16-607744,2016-05-31,2016,0000080420,POWELL INDUSTRIES INC,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
380,https://www.sec.gov/Archives/edgar/data/61004/000006100416000068/0000061004-16-000068-index.htm,37 KB,0000061004-16-000068,2016-05-23,2016,0000061004,LGL GROUP INC,3,"['LGL FORM SD 12/31/2015', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
386,https://www.sec.gov/Archives/edgar/data/1489096/000148909616000152/0001489096-16-000152-index.htm,36 KB,0001489096-16-000152,2016-05-31,2016,0001489096,"Thermon Group Holdings, Inc.",3,"['FORM SD 2015', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', 'Complete submission text file']"
392,https://www.sec.gov/Archives/edgar/data/814453/000119312516606106/0001193125-16-606106-index.htm,80 KB,0001193125-16-606106,2016-05-27,2016,0000814453,NEWELL BRANDS INC,4,"['SD', 'EX-1.01', 'EX-1.01.B', 'Complete submission text file']"
398,https://www.sec.gov/Archives/edgar/data/832988/000119312516605429/0001193125-16-605429-index.htm,96 KB,0001193125-16-605429,2016-05-27,2016,0000832988,SIGNET JEWELERS LTD,6,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
403,https://www.sec.gov/Archives/edgar/data/310568/000031056816000368/0000310568-16-000368-index.htm,47 KB,0000310568-16-000368,2016-05-31,2016,0000310568,MICROSEMI CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
406,https://www.sec.gov/Archives/edgar/data/753568/000143774916032958/0001437749-16-032958-index.htm,222 KB,0001437749-16-032958,2016-05-27,2016,0000753568,EXAR CORP,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
412,https://www.sec.gov/Archives/edgar/data/1424929/000142492916000089/0001424929-16-000089-index.htm,67 KB,0001424929-16-000089,2016-05-31,2016,0001424929,FOX FACTORY HOLDING CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
419,https://www.sec.gov/Archives/edgar/data/7431/000119312516605849/0001193125-16-605849-index.htm,26 KB,0001193125-16-605849,2016-05-27,2016,0000007431,ARMSTRONG WORLD INDUSTRIES INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
425,https://www.sec.gov/Archives/edgar/data/313616/000119312516603146/0001193125-16-603146-index.htm,37 KB,0001193125-16-603146,2016-05-26,2016,0000313616,DANAHER CORP /DE/,3,"['SD', 'EX-1.01', 'Complete submission text file']"
437,https://www.sec.gov/Archives/edgar/data/724910/000072491016000054/0000724910-16-000054-index.htm,25 KB,0000724910-16-000054,2016-05-27,2016,0000724910,NVE CORP /NEW/,5,"['FORM SD FOR THE REPORTING PERIOD FROM JANUARY 1 TO DECEMBER 31, 2015', 'CONFLICT MINERALS REPORT', 'NVE LOGO', 'NVE LOGO', 'Complete submission text file']"
441,https://www.sec.gov/Archives/edgar/data/1275283/000119312516608374/0001193125-16-608374-index.htm,42 KB,0001193125-16-608374,2016-05-31,2016,0001275283,REYNOLDS AMERICAN INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
448,https://www.sec.gov/Archives/edgar/data/1323885/000132388516000041/0001323885-16-000041-index.htm,723 KB,0001323885-16-000041,2016-05-26,2016,0001323885,"AtriCure, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
460,https://www.sec.gov/Archives/edgar/data/39368/000143774916033021/0001437749-16-033021-index.htm,539 KB,0001437749-16-033021,2016-05-31,2016,0000039368,FULLER H B CO,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
466,https://www.sec.gov/Archives/edgar/data/1567892/000156789216000075/0001567892-16-000075-index.htm,253 KB,0001567892-16-000075,2016-05-27,2016,0001567892,Mallinckrodt plc,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
471,https://www.sec.gov/Archives/edgar/data/1312073/000131207316000082/0001312073-16-000082-index.htm,467 KB,0001312073-16-000082,2016-05-31,2016,0001312073,"VERIFONE SYSTEMS, INC.",3,"['2015 FORM SD', 'EXHIBIT 1.01 TO 2015 FORM SD', 'Complete submission text file']"
483,https://www.sec.gov/Archives/edgar/data/67716/000006771616000151/0000067716-16-000151-index.htm,397 KB,0000067716-16-000151,2016-05-26,2016,0000067716,MDU RESOURCES GROUP INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
489,https://www.sec.gov/Archives/edgar/data/54381/000005438116000093/0000054381-16-000093-index.htm,67 KB,0000054381-16-000093,2016-05-31,2016,0000054381,KAMAN Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
495,https://www.sec.gov/Archives/edgar/data/1037962/000119312516607424/0001193125-16-607424-index.htm,149 KB,0001193125-16-607424,2016-05-31,2016,0001037962,CGG,3,"['SD', 'EX-1.01', 'Complete submission text file']"
501,https://www.sec.gov/Archives/edgar/data/723125/000072312516000189/0000723125-16-000189-index.htm,245 KB,0000723125-16-000189,2016-05-31,2016,0000723125,MICRON TECHNOLOGY INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
507,https://www.sec.gov/Archives/edgar/data/1637655/000163765516000116/0001637655-16-000116-index.htm,71 KB,0001637655-16-000116,2016-05-31,2016,0001637655,Horizon Global Corp,3,"['SD CONFLICT MINERALS', 'EXHIBIT 1.01', 'Complete submission text file']"
511,https://www.sec.gov/Archives/edgar/data/1260221/000126022116000063/0001260221-16-000063-index.htm,45 KB,0001260221-16-000063,2016-05-27,2016,0001260221,TransDigm Group INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
517,https://www.sec.gov/Archives/edgar/data/1439288/000143928816000180/0001439288-16-000180-index.htm,544 KB,0001439288-16-000180,2016-05-27,2016,0001439288,Rexnord Corp,3,"['CONFLICT MINERALS SD', 'EXHIBIT 1.01', 'Complete submission text file']"
524,https://www.sec.gov/Archives/edgar/data/68709/000089710116002446/0000897101-16-002446-index.htm,898 KB,0000897101-16-002446,2016-05-31,2016,0000068709,MTS SYSTEMS CORP,22,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
530,https://www.sec.gov/Archives/edgar/data/836157/000119312516608367/0001193125-16-608367-index.htm,60 KB,0001193125-16-608367,2016-05-31,2016,0000836157,LINDSAY CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
536,https://www.sec.gov/Archives/edgar/data/1519751/000119312516608432/0001193125-16-608432-index.htm,299 KB,0001193125-16-608432,2016-05-31,2016,0001519751,"Fortune Brands Home & Security, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
549,https://www.sec.gov/Archives/edgar/data/1108967/000114420416105269/0001144204-16-105269-index.htm,384 KB,0001144204-16-105269,2016-05-27,2016,0001108967,"CUI Global, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
555,https://www.sec.gov/Archives/edgar/data/827187/000082718716000094/0000827187-16-000094-index.htm,589 KB,0000827187-16-000094,2016-06-01,2016,0000827187,Sleep Number Corp,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
574,https://www.sec.gov/Archives/edgar/data/310764/000031076416000372/0000310764-16-000372-index.htm,88 KB,0000310764-16-000372,2016-06-28,2016,0000310764,STRYKER CORP,3,"['SD/A', '', 'Complete submission text file']"
575,https://www.sec.gov/Archives/edgar/data/310764/000031076416000355/0000310764-16-000355-index.htm,3 MB,0000310764-16-000355,2016-05-31,2016,0000310764,STRYKER CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
584,https://www.sec.gov/Archives/edgar/data/102729/000090044016000190/0000900440-16-000190-index.htm,294 KB,0000900440-16-000190,2016-05-27,2016,0000102729,VALMONT INDUSTRIES INC,3,"['', '', 'Complete submission text file']"
596,https://www.sec.gov/Archives/edgar/data/889348/000114420416105700/0001144204-16-105700-index.htm,36 KB,0001144204-16-105700,2016-05-31,2016,0000889348,CPI AEROSTRUCTURES INC,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
602,https://www.sec.gov/Archives/edgar/data/795403/000110465916124431/0001104659-16-124431-index.htm,54 KB,0001104659-16-124431,2016-05-31,2016,0000795403,WATTS WATER TECHNOLOGIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
608,https://www.sec.gov/Archives/edgar/data/1604778/000160477816000173/0001604778-16-000173-index.htm,493 KB,0001604778-16-000173,2016-05-31,2016,0001604778,"Qorvo, Inc.",6,"['SD', 'EXHIBIT 1.01', '', '', '', 'Complete submission text file']"
613,https://www.sec.gov/Archives/edgar/data/313927/000119312516608143/0001193125-16-608143-index.htm,222 KB,0001193125-16-608143,2016-05-31,2016,0000313927,CHURCH & DWIGHT CO INC /DE/,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
619,https://www.sec.gov/Archives/edgar/data/95029/000117494716002747/0001174947-16-002747-index.htm,26 KB,0001174947-16-002747,2016-05-31,2016,0000095029,STURM RUGER & CO INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
634,https://www.sec.gov/Archives/edgar/data/933034/000114036116067107/0001140361-16-067107-index.htm,105 KB,0001140361-16-067107,2016-05-25,2016,0000933034,STRATTEC SECURITY CORP,3,"['STRATTEC SECURITY CORPORATION SD 12-31-2015', 'EXHIBIT 1.01', 'Complete submission text file']"
640,https://www.sec.gov/Archives/edgar/data/1070235/000107023516000133/0001070235-16-000133-index.htm,537 KB,0001070235-16-000133,2016-05-31,2016,0001070235,BLACKBERRY Ltd,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
652,https://www.sec.gov/Archives/edgar/data/87347/000119312516586993/0001193125-16-586993-index.htm,260 KB,0001193125-16-586993,2016-05-11,2016,0000087347,SCHLUMBERGER LIMITED/NV,3,"['SD', 'EX-1.01', 'Complete submission text file']"
658,https://www.sec.gov/Archives/edgar/data/875355/000110465916124010/0001104659-16-124010-index.htm,52 KB,0001104659-16-124010,2016-05-27,2016,0000875355,INSIGNIA SYSTEMS INC/MN,3,"['SD', 'EX-1.01', 'Complete submission text file']"
664,https://www.sec.gov/Archives/edgar/data/10456/000119312516608297/0001193125-16-608297-index.htm,136 KB,0001193125-16-608297,2016-05-31,2016,0000010456,BAXTER INTERNATIONAL INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
670,https://www.sec.gov/Archives/edgar/data/70866/000007086616000106/0000070866-16-000106-index.htm,34 KB,0000070866-16-000106,2016-05-31,2016,0000070866,NCR CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
682,https://www.sec.gov/Archives/edgar/data/1078271/000119312516608205/0001193125-16-608205-index.htm,130 KB,0001193125-16-608205,2016-05-31,2016,0001078271,EXTREME NETWORKS INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
691,https://www.sec.gov/Archives/edgar/data/1140859/000110465916124476/0001104659-16-124476-index.htm,48 KB,0001104659-16-124476,2016-05-31,2016,0001140859,AMERISOURCEBERGEN CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
697,https://www.sec.gov/Archives/edgar/data/1018724/000101872416000272/0001018724-16-000272-index.htm,229 KB,0001018724-16-000272,2016-05-31,2016,0001018724,AMAZON COM INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
710,https://www.sec.gov/Archives/edgar/data/1641991/000164199116000039/0001641991-16-000039-index.htm,925 KB,0001641991-16-000039,2016-05-31,2016,0001641991,"SPX FLOW, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
714,https://www.sec.gov/Archives/edgar/data/896622/000110465916124091/0001104659-16-124091-index.htm,71 KB,0001104659-16-124091,2016-05-27,2016,0000896622,APTARGROUP INC,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
720,https://www.sec.gov/Archives/edgar/data/1136869/000119312516607785/0001193125-16-607785-index.htm,53 KB,0001193125-16-607785,2016-05-31,2016,0001136869,"ZIMMER BIOMET HOLDINGS, INC.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
726,https://www.sec.gov/Archives/edgar/data/93556/000009355616000064/0000093556-16-000064-index.htm,454 KB,0000093556-16-000064,2016-05-25,2016,0000093556,"STANLEY BLACK & DECKER, INC.",4,"['SD', 'EXHIBIT 1.01 & 1.02 CONFLICT MINERALS REPORT', '', 'Complete submission text file']"
730,https://www.sec.gov/Archives/edgar/data/926423/000119312516608684/0001193125-16-608684-index.htm,23 KB,0001193125-16-608684,2016-05-31,2016,0000926423,MITCHAM INDUSTRIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
736,https://www.sec.gov/Archives/edgar/data/1275014/000095010316013715/0000950103-16-013715-index.htm,42 KB,0000950103-16-013715,2016-05-27,2016,0001275014,"Ultra Clean Holdings, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
742,https://www.sec.gov/Archives/edgar/data/715153/000119312516604998/0001193125-16-604998-index.htm,102 KB,0001193125-16-604998,2016-05-27,2016,0000715153,HONDA MOTOR CO LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
748,https://www.sec.gov/Archives/edgar/data/1390844/000091476016000417/0000914760-16-000417-index.htm,48 KB,0000914760-16-000417,2016-05-31,2016,0001390844,WABCO Holdings Inc.,3,"['', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
754,https://www.sec.gov/Archives/edgar/data/1325702/000119312516608386/0001193125-16-608386-index.htm,110 KB,0001193125-16-608386,2016-05-31,2016,0001325702,MAGNACHIP SEMICONDUCTOR Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
773,https://www.sec.gov/Archives/edgar/data/1091907/000089843216002315/0000898432-16-002315-index.htm,21 KB,0000898432-16-002315,2016-05-17,2016,0001091907,WORLD WRESTLING ENTERTAINMENTINC,3,"['', '', 'Complete submission text file']"
781,https://www.sec.gov/Archives/edgar/data/1336920/000133692016000094/0001336920-16-000094-index.htm,44 KB,0001336920-16-000094,2016-05-27,2016,0001336920,"Leidos Holdings, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
790,https://www.sec.gov/Archives/edgar/data/1068148/000106814816000037/0001068148-16-000037-index.htm,60 KB,0001068148-16-000037,2016-05-31,2016,0001068148,PARK OHIO INDUSTRIES INC/OH,3,"['SD', 'EX-1.02', 'Complete submission text file']"
796,https://www.sec.gov/Archives/edgar/data/38725/000003872516000366/0000038725-16-000366-index.htm,30 KB,0000038725-16-000366,2016-05-31,2016,0000038725,FRANKLIN ELECTRIC CO INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
801,https://www.sec.gov/Archives/edgar/data/1481792/000148179216000090/0001481792-16-000090-index.htm,706 KB,0001481792-16-000090,2016-05-26,2016,0001481792,"Quad/Graphics, Inc.",4,"['FORM SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
806,https://www.sec.gov/Archives/edgar/data/92679/000119312516596023/0001193125-16-596023-index.htm,321 KB,0001193125-16-596023,2016-05-19,2016,0000092679,SPARTON CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
