,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
415,https://www.sec.gov/Archives/edgar/data/1616543/000110465918037184/0001104659-18-037184-index.htm,41 KB,0001104659-18-037184,2018-05-31,2018,0001616543,"Senseonics Holdings, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
417,https://www.sec.gov/Archives/edgar/data/7431/000156459018014384/0001564590-18-014384-index.htm,52 KB,0001564590-18-014384,2018-05-25,2018,0000007431,ARMSTRONG WORLD INDUSTRIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
423,https://www.sec.gov/Archives/edgar/data/313616/000119312518169642/0001193125-18-169642-index.htm,39 KB,0001193125-18-169642,2018-05-21,2018,0000313616,DANAHER CORP /DE/,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
435,https://www.sec.gov/Archives/edgar/data/724910/000072491018000010/0000724910-18-000010-index.htm,25 KB,0000724910-18-000010,2018-05-30,2018,0000724910,NVE CORP /NEW/,5,"['FORM SD FOR THE REPORTING PERIOD FROM JANUARY 1 TO DECEMBER 31, 2017', 'CONFLICT MINERALS REPORT', 'NVE LOGO', 'NVE LOGO', 'Complete submission text file']"
446,https://www.sec.gov/Archives/edgar/data/1323885/000132388518000043/0001323885-18-000043-index.htm,521 KB,0001323885-18-000043,2018-05-29,2018,0001323885,"AtriCure, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
458,https://www.sec.gov/Archives/edgar/data/39368/000143774918010898/0001437749-18-010898-index.htm,457 KB,0001437749-18-010898,2018-05-30,2018,0000039368,FULLER H B CO,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
464,https://www.sec.gov/Archives/edgar/data/1567892/000156789218000032/0001567892-18-000032-index.htm,239 KB,0001567892-18-000032,2018-05-31,2018,0001567892,Mallinckrodt plc,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
469,https://www.sec.gov/Archives/edgar/data/1312073/000131207318000018/0001312073-18-000018-index.htm,443 KB,0001312073-18-000018,2018-06-01,2018,0001312073,"VERIFONE SYSTEMS, INC.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
481,https://www.sec.gov/Archives/edgar/data/67716/000006771618000040/0000067716-18-000040-index.htm,356 KB,0000067716-18-000040,2018-05-31,2018,0000067716,MDU RESOURCES GROUP INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
487,https://www.sec.gov/Archives/edgar/data/54381/000005438118000035/0000054381-18-000035-index.htm,74 KB,0000054381-18-000035,2018-05-23,2018,0000054381,KAMAN Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
493,https://www.sec.gov/Archives/edgar/data/1037962/000119312518171680/0001193125-18-171680-index.htm,266 KB,0001193125-18-171680,2018-05-23,2018,0001037962,CGG,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
499,https://www.sec.gov/Archives/edgar/data/723125/000072312518000056/0000723125-18-000056-index.htm,228 KB,0000723125-18-000056,2018-05-31,2018,0000723125,MICRON TECHNOLOGY INC,3,"['SD 2017', 'EXHIBIT 1.01', 'Complete submission text file']"
505,https://www.sec.gov/Archives/edgar/data/1637655/000163765518000084/0001637655-18-000084-index.htm,78 KB,0001637655-18-000084,2018-05-30,2018,0001637655,Horizon Global Corp,3,"['SD CONFLICT MINERALS', 'EXHIBIT 1.01', 'Complete submission text file']"
509,https://www.sec.gov/Archives/edgar/data/1260221/000126022118000034/0001260221-18-000034-index.htm,48 KB,0001260221-18-000034,2018-05-30,2018,0001260221,TransDigm Group INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
515,https://www.sec.gov/Archives/edgar/data/1439288/000143928818000072/0001439288-18-000072-index.htm,507 KB,0001439288-18-000072,2018-06-01,2018,0001439288,Rexnord Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
521,https://www.sec.gov/Archives/edgar/data/68709/000006870918000023/0000068709-18-000023-index.htm,266 KB,0000068709-18-000023,2018-05-24,2018,0000068709,MTS SYSTEMS CORP,3,"['SD/A', 'EXHIBIT 1.01', 'Complete submission text file']"
522,https://www.sec.gov/Archives/edgar/data/68709/000006870918000021/0000068709-18-000021-index.htm,265 KB,0000068709-18-000021,2018-05-22,2018,0000068709,MTS SYSTEMS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
528,https://www.sec.gov/Archives/edgar/data/836157/000156459018014822/0001564590-18-014822-index.htm,238 KB,0001564590-18-014822,2018-05-31,2018,0000836157,LINDSAY CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
534,https://www.sec.gov/Archives/edgar/data/1519751/000119312518180298/0001193125-18-180298-index.htm,134 KB,0001193125-18-180298,2018-05-31,2018,0001519751,"Fortune Brands Home & Security, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
547,https://www.sec.gov/Archives/edgar/data/1108967/000143774918010934/0001437749-18-010934-index.htm,537 KB,0001437749-18-010934,2018-05-30,2018,0001108967,"CUI Global, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
553,https://www.sec.gov/Archives/edgar/data/827187/000082718718000032/0000827187-18-000032-index.htm,952 KB,0000827187-18-000032,2018-05-23,2018,0000827187,Sleep Number Corp,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
559,https://www.sec.gov/Archives/edgar/data/76321/000007632118000047/0000076321-18-000047-index.htm,72 KB,0000076321-18-000047,2018-05-31,2018,0000076321,PARKER DRILLING CO /DE/,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
572,https://www.sec.gov/Archives/edgar/data/310764/000031076418000169/0000310764-18-000169-index.htm,956 KB,0000310764-18-000169,2018-05-31,2018,0000310764,STRYKER CORP,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
582,https://www.sec.gov/Archives/edgar/data/102729/000090044018000056/0000900440-18-000056-index.htm,28 KB,0000900440-18-000056,2018-05-31,2018,0000102729,VALMONT INDUSTRIES INC,3,"['', '', 'Complete submission text file']"
594,https://www.sec.gov/Archives/edgar/data/889348/000138713118002471/0001387131-18-002471-index.htm,53 KB,0001387131-18-002471,2018-05-31,2018,0000889348,CPI AEROSTRUCTURES INC,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
600,https://www.sec.gov/Archives/edgar/data/795403/000110465918037007/0001104659-18-037007-index.htm,615 KB,0001104659-18-037007,2018-05-31,2018,0000795403,WATTS WATER TECHNOLOGIES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
606,https://www.sec.gov/Archives/edgar/data/1604778/000160477818000034/0001604778-18-000034-index.htm,671 KB,0001604778-18-000034,2018-05-30,2018,0001604778,"Qorvo, Inc.",6,"['SD', 'EXHIBIT 1.01', '', '', '', 'Complete submission text file']"
611,https://www.sec.gov/Archives/edgar/data/313927/000119312518179698/0001193125-18-179698-index.htm,120 KB,0001193125-18-179698,2018-05-31,2018,0000313927,CHURCH & DWIGHT CO INC /DE/,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
617,https://www.sec.gov/Archives/edgar/data/95029/000117494718000918/0001174947-18-000918-index.htm,24 KB,0001174947-18-000918,2018-05-31,2018,0000095029,STURM RUGER & CO INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
632,https://www.sec.gov/Archives/edgar/data/933034/000114036118024408/0001140361-18-024408-index.htm,94 KB,0001140361-18-024408,2018-05-17,2018,0000933034,STRATTEC SECURITY CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
638,https://www.sec.gov/Archives/edgar/data/1070235/000107023518000011/0001070235-18-000011-index.htm,644 KB,0001070235-18-000011,2018-05-31,2018,0001070235,BLACKBERRY Ltd,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
650,https://www.sec.gov/Archives/edgar/data/87347/000119312518160252/0001193125-18-160252-index.htm,231 KB,0001193125-18-160252,2018-05-11,2018,0000087347,SCHLUMBERGER LIMITED/NV,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
656,https://www.sec.gov/Archives/edgar/data/875355/000165495418005858/0001654954-18-005858-index.htm,81 KB,0001654954-18-005858,2018-05-24,2018,0000875355,INSIGNIA SYSTEMS INC/MN,3,"['INSIGNIA SYSTEMS INC FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
662,https://www.sec.gov/Archives/edgar/data/10456/000119312518179597/0001193125-18-179597-index.htm,153 KB,0001193125-18-179597,2018-05-31,2018,0000010456,BAXTER INTERNATIONAL INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
668,https://www.sec.gov/Archives/edgar/data/70866/000119312518176862/0001193125-18-176862-index.htm,27 KB,0001193125-18-176862,2018-05-29,2018,0000070866,NCR CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
680,https://www.sec.gov/Archives/edgar/data/1078271/000156459018014829/0001564590-18-014829-index.htm,151 KB,0001564590-18-014829,2018-05-31,2018,0001078271,EXTREME NETWORKS INC,3,"['FORM SD 2018', 'EX-1.01', 'Complete submission text file']"
686,https://www.sec.gov/Archives/edgar/data/1001082/000155837018005068/0001558370-18-005068-index.htm,745 KB,0001558370-18-005068,2018-05-31,2018,0001001082,DISH Network CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
689,https://www.sec.gov/Archives/edgar/data/1140859/000114085918000022/0001140859-18-000022-index.htm,55 KB,0001140859-18-000022,2018-05-30,2018,0001140859,AMERISOURCEBERGEN CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
695,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000102/0001018724-18-000102-index.htm,350 KB,0001018724-18-000102,2018-05-31,2018,0001018724,AMAZON COM INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
700,https://www.sec.gov/Archives/edgar/data/87565/000119312518179878/0001193125-18-179878-index.htm,35 KB,0001193125-18-179878,2018-05-31,2018,0000087565,SCHULMAN A INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
708,https://www.sec.gov/Archives/edgar/data/1641991/000164199118000033/0001641991-18-000033-index.htm,946 KB,0001641991-18-000033,2018-05-24,2018,0001641991,"SPX FLOW, Inc.",3,"['2017 FORM SD - CONFLICT MINERALS', 'EX 1.01 - 2017 CONFLICT MINERALS REPORT', 'Complete submission text file']"
712,https://www.sec.gov/Archives/edgar/data/896622/000155837018005035/0001558370-18-005035-index.htm,82 KB,0001558370-18-005035,2018-05-31,2018,0000896622,APTARGROUP INC,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
718,https://www.sec.gov/Archives/edgar/data/1136869/000119312518180381/0001193125-18-180381-index.htm,252 KB,0001193125-18-180381,2018-05-31,2018,0001136869,"ZIMMER BIOMET HOLDINGS, INC.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
724,https://www.sec.gov/Archives/edgar/data/93556/000009355618000018/0000093556-18-000018-index.htm,450 KB,0000093556-18-000018,2018-05-22,2018,0000093556,"STANLEY BLACK & DECKER, INC.",4,"['SD 2017', 'EXHIBIT 1.01 & 1.02', '', 'Complete submission text file']"
734,https://www.sec.gov/Archives/edgar/data/1275014/000095010318006712/0000950103-18-006712-index.htm,46 KB,0000950103-18-006712,2018-05-30,2018,0001275014,"Ultra Clean Holdings, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
740,https://www.sec.gov/Archives/edgar/data/715153/000119312518175836/0001193125-18-175836-index.htm,120 KB,0001193125-18-175836,2018-05-29,2018,0000715153,HONDA MOTOR CO LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
746,https://www.sec.gov/Archives/edgar/data/1390844/000119312518179390/0001193125-18-179390-index.htm,43 KB,0001193125-18-179390,2018-05-31,2018,0001390844,WABCO Holdings Inc.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
752,https://www.sec.gov/Archives/edgar/data/1325702/000119312518180322/0001193125-18-180322-index.htm,120 KB,0001193125-18-180322,2018-05-31,2018,0001325702,MAGNACHIP SEMICONDUCTOR Corp,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
771,https://www.sec.gov/Archives/edgar/data/1091907/000089843218000650/0000898432-18-000650-index.htm,23 KB,0000898432-18-000650,2018-05-31,2018,0001091907,WORLD WRESTLING ENTERTAINMENTINC,3,"['', '', 'Complete submission text file']"
777,https://www.sec.gov/Archives/edgar/data/1625791/000121390018007092/0001213900-18-007092-index.htm,346 KB,0001213900-18-007092,2018-05-31,2018,0001625791,Kornit Digital Ltd.,4,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT IS ATTACHED PER SECTION 1', 'GRAPHIC', 'Complete submission text file']"
779,https://www.sec.gov/Archives/edgar/data/1336920/000133692018000028/0001336920-18-000028-index.htm,41 KB,0001336920-18-000028,2018-05-23,2018,0001336920,"Leidos Holdings, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
785,https://www.sec.gov/Archives/edgar/data/883984/000088398418000021/0000883984-18-000021-index.htm,34 KB,0000883984-18-000021,2018-05-31,2018,0000883984,ICU MEDICAL INC/DE,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
788,https://www.sec.gov/Archives/edgar/data/1068148/000106814818000010/0001068148-18-000010-index.htm,56 KB,0001068148-18-000010,2018-05-24,2018,0001068148,PARK OHIO INDUSTRIES INC/OH,3,"['SD', 'EX-1.02', 'Complete submission text file']"
794,https://www.sec.gov/Archives/edgar/data/38725/000003872518000135/0000038725-18-000135-index.htm,29 KB,0000038725-18-000135,2018-05-31,2018,0000038725,FRANKLIN ELECTRIC CO INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
799,https://www.sec.gov/Archives/edgar/data/1481792/000148179218000018/0001481792-18-000018-index.htm,536 KB,0001481792-18-000018,2018-05-30,2018,0001481792,"Quad/Graphics, Inc.",4,"['FORM SD', 'EXHIBIT 1.01', 'QUAD/GRAPHICS LOGO', 'Complete submission text file']"
804,https://www.sec.gov/Archives/edgar/data/92679/000119312518172818/0001193125-18-172818-index.htm,193 KB,0001193125-18-172818,2018-05-24,2018,0000092679,SPARTON CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
