,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
30,https://www.sec.gov/Archives/edgar/data/769594/000119312514218202/0001193125-14-218202-index.htm,40 KB,0001193125-14-218202,2014-05-30,2014,0000769594,NIPPON TELEGRAPH & TELEPHONE CORP,3,"['FORM SD', 'EX-1.02', 'Complete submission text file']"
31,https://www.sec.gov/Archives/edgar/data/1046179/000119312519158787/0001193125-19-158787-index.htm,149 KB,0001193125-19-158787,2019-05-29,2019,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
32,https://www.sec.gov/Archives/edgar/data/1046179/000119312518176032/0001193125-18-176032-index.htm,144 KB,0001193125-18-176032,2018-05-29,2018,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
33,https://www.sec.gov/Archives/edgar/data/1046179/000119312517180408/0001193125-17-180408-index.htm,121 KB,0001193125-17-180408,2017-05-24,2017,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
34,https://www.sec.gov/Archives/edgar/data/1046179/000119312516604920/0001193125-16-604920-index.htm,112 KB,0001193125-16-604920,2016-05-27,2016,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
35,https://www.sec.gov/Archives/edgar/data/1046179/000119312515202672/0001193125-15-202672-index.htm,92 KB,0001193125-15-202672,2015-05-28,2015,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
36,https://www.sec.gov/Archives/edgar/data/1046179/000119312514216000/0001193125-14-216000-index.htm,29 KB,0001193125-14-216000,2014-05-29,2014,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,3,"['FORM SD', 'GRAPHIC', 'Complete submission text file']"
37,https://www.sec.gov/Archives/edgar/data/72331/000119312519161852/0001193125-19-161852-index.htm,91 KB,0001193125-19-161852,2019-05-31,2019,0000072331,NORDSON CORP,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
38,https://www.sec.gov/Archives/edgar/data/72331/000119312518179411/0001193125-18-179411-index.htm,71 KB,0001193125-18-179411,2018-05-31,2018,0000072331,NORDSON CORP,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
39,https://www.sec.gov/Archives/edgar/data/72331/000119312517189286/0001193125-17-189286-index.htm,78 KB,0001193125-17-189286,2017-05-31,2017,0000072331,NORDSON CORP,4,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
40,https://www.sec.gov/Archives/edgar/data/72331/000156459016020172/0001564590-16-020172-index.htm,205 KB,0001564590-16-020172,2016-05-31,2016,0000072331,NORDSON CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
41,https://www.sec.gov/Archives/edgar/data/72331/000156459015004773/0001564590-15-004773-index.htm,43 KB,0001564590-15-004773,2015-06-01,2015,0000072331,NORDSON CORP,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
42,https://www.sec.gov/Archives/edgar/data/72331/000119312514221228/0001193125-14-221228-index.htm,48 KB,0001193125-14-221228,2014-06-02,2014,0000072331,NORDSON CORP,3,"['FORM SD', 'EX-1.02', 'Complete submission text file']"
43,https://www.sec.gov/Archives/edgar/data/1492658/000119312515206603/0001193125-15-206603-index.htm,44 KB,0001193125-15-206603,2015-05-29,2015,0001492658,Wright Medical Group N.V.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
44,https://www.sec.gov/Archives/edgar/data/1492658/000119312514222185/0001193125-14-222185-index.htm,44 KB,0001193125-14-222185,2014-06-02,2014,0001492658,Wright Medical Group N.V.,3,"['FORM SD', 'EX-1.02', 'Complete submission text file']"
45,https://www.sec.gov/Archives/edgar/data/1100682/000095010319007003/0000950103-19-007003-index.htm,39 KB,0000950103-19-007003,2019-05-30,2019,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",2,"['FORM SD', 'Complete submission text file']"
46,https://www.sec.gov/Archives/edgar/data/1100682/000095010318006806/0000950103-18-006806-index.htm,33 KB,0000950103-18-006806,2018-05-31,2018,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",2,"['FORM SD', 'Complete submission text file']"
47,https://www.sec.gov/Archives/edgar/data/1100682/000095010317005132/0000950103-17-005132-index.htm,36 KB,0000950103-17-005132,2017-05-31,2017,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",2,"['FORM SD', 'Complete submission text file']"
48,https://www.sec.gov/Archives/edgar/data/1100682/000095010316013763/0000950103-16-013763-index.htm,51 KB,0000950103-16-013763,2016-05-31,2016,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
49,https://www.sec.gov/Archives/edgar/data/1100682/000095010315004136/0000950103-15-004136-index.htm,50 KB,0000950103-15-004136,2015-05-27,2015,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
50,https://www.sec.gov/Archives/edgar/data/1100682/000095010314003762/0000950103-14-003762-index.htm,42 KB,0000950103-14-003762,2014-05-30,2014,0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",2,"['FORM SD', 'Complete submission text file']"
51,https://www.sec.gov/Archives/edgar/data/727207/000114420419028855/0001144204-19-028855-index.htm,179 KB,0001144204-19-028855,2019-05-30,2019,0000727207,"Accelerate Diagnostics, Inc",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
52,https://www.sec.gov/Archives/edgar/data/727207/000114420418031179/0001144204-18-031179-index.htm,282 KB,0001144204-18-031179,2018-05-29,2018,0000727207,"Accelerate Diagnostics, Inc",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
53,https://www.sec.gov/Archives/edgar/data/17843/000110465919026426/0001104659-19-026426-index.htm,26 KB,0001104659-19-026426,2019-05-02,2019,0000017843,CARPENTER TECHNOLOGY CORP,2,"['SD', 'Complete submission text file']"
54,https://www.sec.gov/Archives/edgar/data/17843/000110465918032109/0001104659-18-032109-index.htm,26 KB,0001104659-18-032109,2018-05-10,2018,0000017843,CARPENTER TECHNOLOGY CORP,2,"['SD', 'Complete submission text file']"
55,https://www.sec.gov/Archives/edgar/data/17843/000110465917033985/0001104659-17-033985-index.htm,29 KB,0001104659-17-033985,2017-05-19,2017,0000017843,CARPENTER TECHNOLOGY CORP,2,"['SD', 'Complete submission text file']"
56,https://www.sec.gov/Archives/edgar/data/17843/000110465916122572/0001104659-16-122572-index.htm,27 KB,0001104659-16-122572,2016-05-23,2016,0000017843,CARPENTER TECHNOLOGY CORP,2,"['SD', 'Complete submission text file']"
57,https://www.sec.gov/Archives/edgar/data/17843/000110465915042302/0001104659-15-042302-index.htm,35 KB,0001104659-15-042302,2015-06-01,2015,0000017843,CARPENTER TECHNOLOGY CORP,2,"['SD', 'Complete submission text file']"
58,https://www.sec.gov/Archives/edgar/data/17843/000110465914043190/0001104659-14-043190-index.htm,31 KB,0001104659-14-043190,2014-06-02,2014,0000017843,CARPENTER TECHNOLOGY CORP,2,"['SD', 'Complete submission text file']"
59,https://www.sec.gov/Archives/edgar/data/13239/000001323914000026/0000013239-14-000026-index.htm,49 KB,0000013239-14-000026,2014-05-29,2014,0000013239,HEXION INC.,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
60,https://www.sec.gov/Archives/edgar/data/1418135/000141813519000040/0001418135-19-000040-index.htm,670 KB,0001418135-19-000040,2019-05-29,2019,0001418135,Keurig Dr Pepper Inc.,4,"['FORM SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
61,https://www.sec.gov/Archives/edgar/data/1294924/000119312516606438/0001193125-16-606438-index.htm,81 KB,0001193125-16-606438,2016-05-27,2016,0001294924,InvenSense Inc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
62,https://www.sec.gov/Archives/edgar/data/1294924/000119312515204287/0001193125-15-204287-index.htm,32 KB,0001193125-15-204287,2015-05-28,2015,0001294924,InvenSense Inc,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
63,https://www.sec.gov/Archives/edgar/data/1294924/000119312514222143/0001193125-14-222143-index.htm,31 KB,0001193125-14-222143,2014-06-02,2014,0001294924,InvenSense Inc,3,"['FORM SD', 'EX-1.02', 'Complete submission text file']"
64,https://www.sec.gov/Archives/edgar/data/1689662/000155837019005370/0001558370-19-005370-index.htm,88 KB,0001558370-19-005370,2019-05-30,2019,0001689662,Ardagh Group S.A.,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
65,https://www.sec.gov/Archives/edgar/data/1689662/000155837018005003/0001558370-18-005003-index.htm,81 KB,0001558370-18-005003,2018-05-30,2018,0001689662,Ardagh Group S.A.,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
66,https://www.sec.gov/Archives/edgar/data/1021162/000102116219000066/0001021162-19-000066-index.htm,70 KB,0001021162-19-000066,2019-05-31,2019,0001021162,TRIUMPH GROUP INC,3,"['SD - DECEMBER 31, 2018', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT', 'Complete submission text file']"
67,https://www.sec.gov/Archives/edgar/data/1021162/000102116218000020/0001021162-18-000020-index.htm,70 KB,0001021162-18-000020,2018-05-30,2018,0001021162,TRIUMPH GROUP INC,3,"['SD - DECEMBER 31, 2017', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT', 'Complete submission text file']"
68,https://www.sec.gov/Archives/edgar/data/1021162/000102116217000027/0001021162-17-000027-index.htm,70 KB,0001021162-17-000027,2017-05-30,2017,0001021162,TRIUMPH GROUP INC,3,"['SD - DECEMBER 31, 2016', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT', 'Complete submission text file']"
69,https://www.sec.gov/Archives/edgar/data/1021162/000102116216000064/0001021162-16-000064-index.htm,70 KB,0001021162-16-000064,2016-05-31,2016,0001021162,TRIUMPH GROUP INC,3,"['SD - DECEMBER 31, 2015', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT', 'Complete submission text file']"
70,https://www.sec.gov/Archives/edgar/data/1021162/000102116215000019/0001021162-15-000019-index.htm,69 KB,0001021162-15-000019,2015-06-01,2015,0001021162,TRIUMPH GROUP INC,3,"['2014_SD', 'EXHIBIT 1.01', 'Complete submission text file']"
71,https://www.sec.gov/Archives/edgar/data/1021162/000102116214000020/0001021162-14-000020-index.htm,78 KB,0001021162-14-000020,2014-06-02,2014,0001021162,TRIUMPH GROUP INC,3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
72,https://www.sec.gov/Archives/edgar/data/1156388/000119312517185147/0001193125-17-185147-index.htm,19 KB,0001193125-17-185147,2017-05-26,2017,0001156388,BIG 5 SPORTING GOODS Corp,2,"['SD', 'Complete submission text file']"
73,https://www.sec.gov/Archives/edgar/data/1156388/000119312516605548/0001193125-16-605548-index.htm,20 KB,0001193125-16-605548,2016-05-27,2016,0001156388,BIG 5 SPORTING GOODS Corp,2,"['SD', 'Complete submission text file']"
74,https://www.sec.gov/Archives/edgar/data/1156388/000119312515208901/0001193125-15-208901-index.htm,40 KB,0001193125-15-208901,2015-06-01,2015,0001156388,BIG 5 SPORTING GOODS Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
75,https://www.sec.gov/Archives/edgar/data/1156388/000119312514221732/0001193125-14-221732-index.htm,45 KB,0001193125-14-221732,2014-06-02,2014,0001156388,BIG 5 SPORTING GOODS Corp,3,"['SD', 'EX-1.02', 'Complete submission text file']"
76,https://www.sec.gov/Archives/edgar/data/1009626/000100962617000057/0001009626-17-000057-index.htm,588 KB,0001009626-17-000057,2017-05-30,2017,0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
77,https://www.sec.gov/Archives/edgar/data/1009626/000100962616000244/0001009626-16-000244-index.htm,714 KB,0001009626-16-000244,2016-05-26,2016,0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
78,https://www.sec.gov/Archives/edgar/data/1009626/000100962615000066/0001009626-15-000066-index.htm,843 KB,0001009626-15-000066,2015-05-28,2015,0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
79,https://www.sec.gov/Archives/edgar/data/1009626/000100962614000065/0001009626-14-000065-index.htm,650 KB,0001009626-14-000065,2014-05-29,2014,0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
80,https://www.sec.gov/Archives/edgar/data/47307/000004730716000029/0000047307-16-000029-index.htm,11 KB,0000047307-16-000029,2016-05-13,2016,0000047307,CRAWFORD UNITED Corp,3,"['FORM SD SPECIALIZED DISCLOSURE REPORT', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', 'Complete submission text file']"
81,https://www.sec.gov/Archives/edgar/data/47307/000004730715000012/0000047307-15-000012-index.htm,11 KB,0000047307-15-000012,2015-05-29,2015,0000047307,CRAWFORD UNITED Corp,3,"['FORM SD SPECIALIZED DISCLOSURE REPORT', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', 'Complete submission text file']"
82,https://www.sec.gov/Archives/edgar/data/47307/000004730714000013/0000047307-14-000013-index.htm,11 KB,0000047307-14-000013,2014-05-30,2014,0000047307,CRAWFORD UNITED Corp,3,"['FORM SD SPECIALIZED DISCLOSURE REPORT', 'EXHIBIT 1.02 CONFLICT MINERALS REPORT', 'Complete submission text file']"
83,https://www.sec.gov/Archives/edgar/data/1287151/000128715118000084/0001287151-18-000084-index.htm,28 KB,0001287151-18-000084,2018-05-31,2018,0001287151,XERIUM TECHNOLOGIES INC,2,"['SD 2017', 'Complete submission text file']"
84,https://www.sec.gov/Archives/edgar/data/1287151/000128715117000054/0001287151-17-000054-index.htm,31 KB,0001287151-17-000054,2017-05-31,2017,0001287151,XERIUM TECHNOLOGIES INC,2,"['SD', 'Complete submission text file']"
85,https://www.sec.gov/Archives/edgar/data/1287151/000128715116000175/0001287151-16-000175-index.htm,33 KB,0001287151-16-000175,2016-05-27,2016,0001287151,XERIUM TECHNOLOGIES INC,2,"['SD', 'Complete submission text file']"
86,https://www.sec.gov/Archives/edgar/data/1287151/000128715115000061/0001287151-15-000061-index.htm,32 KB,0001287151-15-000061,2015-05-29,2015,0001287151,XERIUM TECHNOLOGIES INC,2,"['SD', 'Complete submission text file']"
87,https://www.sec.gov/Archives/edgar/data/1287151/000128715114000033/0001287151-14-000033-index.htm,32 KB,0001287151-14-000033,2014-06-02,2014,0001287151,XERIUM TECHNOLOGIES INC,2,"['SD', 'Complete submission text file']"
88,https://www.sec.gov/Archives/edgar/data/24741/000119312519161004/0001193125-19-161004-index.htm,365 KB,0001193125-19-161004,2019-05-30,2019,0000024741,CORNING INC /NY,3,"['SD', 'EX-1.01', 'Complete submission text file']"
89,https://www.sec.gov/Archives/edgar/data/24741/000156276218000181/0001562762-18-000181-index.htm,385 KB,0001562762-18-000181,2018-05-30,2018,0000024741,CORNING INC /NY,3,"['', '', 'Complete submission text file']"
90,https://www.sec.gov/Archives/edgar/data/24741/000002474117000031/0000024741-17-000031-index.htm,298 KB,0000024741-17-000031,2017-05-30,2017,0000024741,CORNING INC /NY,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
91,https://www.sec.gov/Archives/edgar/data/24741/000114036116067687/0001140361-16-067687-index.htm,167 KB,0001140361-16-067687,2016-05-31,2016,0000024741,CORNING INC /NY,3,"['CORNING, INC. SD 12-31-2015', 'EXHIBIT 1.01', 'Complete submission text file']"
92,https://www.sec.gov/Archives/edgar/data/24741/000114036115022257/0001140361-15-022257-index.htm,156 KB,0001140361-15-022257,2015-05-29,2015,0000024741,CORNING INC /NY,3,"['CORNING INC NY SD 12-31-2014', 'EXHIBIT 1.01', 'Complete submission text file']"
93,https://www.sec.gov/Archives/edgar/data/24741/000114036114023904/0001140361-14-023904-index.htm,71 KB,0001140361-14-023904,2014-06-02,2014,0000024741,CORNING INC /NY,3,"['CORNING INC NY SD 12-31-2013', 'EXHIBIT 1.02', 'Complete submission text file']"
94,https://www.sec.gov/Archives/edgar/data/1637761/000163776119000067/0001637761-19-000067-index.htm,24 KB,0001637761-19-000067,2019-05-17,2019,0001637761,SeaSpine Holdings Corp,2,"['SD', 'Complete submission text file']"
95,https://www.sec.gov/Archives/edgar/data/1637761/000163776118000080/0001637761-18-000080-index.htm,24 KB,0001637761-18-000080,2018-05-29,2018,0001637761,SeaSpine Holdings Corp,2,"['SD', 'Complete submission text file']"
96,https://www.sec.gov/Archives/edgar/data/1637761/000163776117000110/0001637761-17-000110-index.htm,23 KB,0001637761-17-000110,2017-05-12,2017,0001637761,SeaSpine Holdings Corp,2,"['SD', 'Complete submission text file']"
97,https://www.sec.gov/Archives/edgar/data/1637761/000163776116000070/0001637761-16-000070-index.htm,22 KB,0001637761-16-000070,2016-05-26,2016,0001637761,SeaSpine Holdings Corp,2,"['SD', 'Complete submission text file']"
98,https://www.sec.gov/Archives/edgar/data/884905/000088490518000042/0000884905-18-000042-index.htm,52 KB,0000884905-18-000042,2018-05-31,2018,0000884905,PRAXAIR INC,3,"['PRAXAIR, INC. 2017 FORM SD', 'PRAXAIR, INC. 2017 CONFLICT MINERALS REPORT', 'Complete submission text file']"
99,https://www.sec.gov/Archives/edgar/data/884905/000088490517000046/0000884905-17-000046-index.htm,53 KB,0000884905-17-000046,2017-05-30,2017,0000884905,PRAXAIR INC,3,"['PRAXAIR, INC. 2016 FORM SD', 'PRAXAIR, INC. 2016 CONFLICT MINERALS REPORT', 'Complete submission text file']"
100,https://www.sec.gov/Archives/edgar/data/884905/000088490516000155/0000884905-16-000155-index.htm,51 KB,0000884905-16-000155,2016-05-31,2016,0000884905,PRAXAIR INC,3,"['PRAXAIR, INC. 2015 FORM SD', 'PRAXAIR, INC. 2015 CONFLICT MINERALS REPORT', 'Complete submission text file']"
101,https://www.sec.gov/Archives/edgar/data/884905/000088490515000065/0000884905-15-000065-index.htm,53 KB,0000884905-15-000065,2015-05-22,2015,0000884905,PRAXAIR INC,3,"['PRAXAIR, INC. 2014 FORM SD', 'PRAXAIR, INC. 2014 CONFLICT MINERALS REPORT', 'Complete submission text file']"
102,https://www.sec.gov/Archives/edgar/data/884905/000088490514000072/0000884905-14-000072-index.htm,46 KB,0000884905-14-000072,2014-06-02,2014,0000884905,PRAXAIR INC,3,"['PRAXAIR, INC. 2013 FORM SD', 'PRAXAIR, INC. 2013 CONFLICT MINERALS REPORT', 'Complete submission text file']"
103,https://www.sec.gov/Archives/edgar/data/1001250/000110465919032721/0001104659-19-032721-index.htm,26 KB,0001104659-19-032721,2019-05-30,2019,0001001250,ESTEE LAUDER COMPANIES INC,2,"['SD', 'Complete submission text file']"
104,https://www.sec.gov/Archives/edgar/data/1001250/000110465918036714/0001104659-18-036714-index.htm,25 KB,0001104659-18-036714,2018-05-30,2018,0001001250,ESTEE LAUDER COMPANIES INC,2,"['SD', 'Complete submission text file']"
105,https://www.sec.gov/Archives/edgar/data/1001250/000110465917036282/0001104659-17-036282-index.htm,24 KB,0001104659-17-036282,2017-05-31,2017,0001001250,ESTEE LAUDER COMPANIES INC,2,"['SD', 'Complete submission text file']"
106,https://www.sec.gov/Archives/edgar/data/1001250/000110465916123899/0001104659-16-123899-index.htm,24 KB,0001104659-16-123899,2016-05-27,2016,0001001250,ESTEE LAUDER COMPANIES INC,2,"['SD', 'Complete submission text file']"
107,https://www.sec.gov/Archives/edgar/data/1001250/000110465915042007/0001104659-15-042007-index.htm,24 KB,0001104659-15-042007,2015-05-29,2015,0001001250,ESTEE LAUDER COMPANIES INC,2,"['SD', 'Complete submission text file']"
